user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,sentiments,clean_text
AcademyOfFabStuff,,"Sharing fabulous things about the NHS & Social care. A collaboration to ensure best practice examples, great ideas and service solutions are available to all.",2015-01-21 08:47:12,29628,852,35423,False,2020-07-25 06:01:07,"Check out the #NoGoingBack campaign page &amp; all the shares and videos within it 📽️...

https://t.co/J0QXr7viz7… https://t.co/QXHAZ3KpcG",['NoGoingBack'],Hootsuite Inc.,False,positive,"['check', 'nogoingback', 'campaign', 'page', 'amp', 'share', 'videos', 'within']"
EJ,USA,Grateful and present. We all have a positive role to play. Find yours and get in character. My views are mine.,2009-06-04 15:52:03,685,2221,11301,False,2020-07-25 12:23:13,"@princesscaro85 @NVGOP @marquezjesso @andylukechoi @FlocchiniAmanda @LaCubanaMisfit You should know better. Trump,… https://t.co/mEmjKjB4eN",,Twitter for iPhone,False,positive,"['princesscaro', 'nvgop', 'marquezjesso', 'andylukechoi', 'flocchiniamanda', 'lacubanamisfit', 'know', 'better', 'trump']"
Kristie Lu Stout✌🏽,Hong Kong,"Yep, I'm an anchor/correspondent for CNN. 🎥📝🌏| Instagram: @klustout | Name my momma gave me: 魯可蒂",2009-03-03 04:56:18,164767,3279,10505,True,2020-08-30 06:31:03,"“Love transcends all space and time 
And love can make a little child smile 
Oh can't you see 
This won't go wrong… https://t.co/msVV3hxkhm",,Twitter for iPhone,False,positive,"['love', 'transcend', 'space', 'time', 'love', 'make', 'little', 'child', 'smile', 'oh', 'see', 'go', 'wrong']"
Afrikan Phoenix,Africa,"Brining you the latest in Lifestyle, Sports, News, and more. Discover Africa, Enjoy the Culture, Check-out amazing food and find african innovations.",2019-10-16 16:49:38,2094,2929,2729,False,2020-08-09 08:32:27,"The stem cell therapy is also used to combat the spread and treat Covid-19 in the region.

#ADSCC #UAE #COVID19 https://t.co/UmoBleIkct","['ADSCC', 'UAE', 'COVID19']",Twitter for Android,False,positive,"['stem', 'cell', 'therapy', 'also', 'use', 'combat', 'spread', 'treat', 'covid', 'region', 'adscc', 'uae', 'covid']"
Rep. Susie Lee,"Las Vegas, NV",Congresswoman proudly serving the folks in Nevada's 3rd District. Bipartisan Leader. Education Advocate. Wife to Dan and mom to two great kids.,2018-12-29 17:08:23,17979,235,558,True,2020-07-30 20:04:51,.@RepJimBanks and I introduced the bipartisan VA Telehealth Expansion Act to expand telehealth services for veteran… https://t.co/wwIrhr6UZP,,TweetDeck,False,positive,"['repjimbanks', 'introduce', 'bipartisan', 'va', 'telehealth', 'expansion', 'act', 'expand', 'telehealth', 'service', 'veteran']"
PICO California,"Oakland, CA",Developing leaders and organizing communities in the Golden State since 1993. PICO California is the largest community organizing network in California.,2010-03-09 23:48:50,3911,1302,6148,False,2020-07-31 19:17:27,"Gov @GavinNewsom, you've implored Californians to wear masks to help stop the spread of #COVID19. We agree. But mas… https://t.co/Vp5H6yOEIj",['COVID19'],Twitter Web App,False,positive,"['gov', 'gavinnewsom', 'implore', 'californians', 'wear', 'mask', 'help', 'stop', 'spread', 'covid', 'agree', 'mas']"
NurseKelly 🏳️‍🌈✡️,NH,"Pediatric Nurse Practitioner at country’s best children’s hospital, out & proud lesbian, wife, mother to teenagers, activist, want-2-be-writer. she/her/hers",2012-11-06 04:46:19,252,867,29266,False,2020-08-08 10:19:37,"Now that @MassGovernor has reduced outdoor gatherings to 50 people, will the show go on? 

Feeling hopeful for live… https://t.co/Rngz4atEDY",,Twitter for iPhone,False,positive,"['massgovernor', 'reduce', 'outdoor', 'gather', 'people', 'show', 'go', 'feel', 'hopeful', 'live']"
boopie,USA,"Blue
Medical
Research
Women's health, women's rights, environment, science, safe schools, healthy pregnancy, healthy kids & babies, support the living
#46in2020",2011-02-15 18:18:33,35,402,10695,False,2020-08-10 16:11:23,"@Jim_Jordan Go ahead and play yourself,  then don't come to the hospital when u get covid #covid19 #football","['covid19', 'football']",Twitter Web App,False,positive,"['jim', 'jordan', 'go', 'ahead', 'play', 'come', 'hospital', 'u', 'get', 'covid', 'covid', 'football']"
Sambad English,Odisha,"Odisha Sun Times is now Sambad English. We cover Breaking News, Alerts & Feature Articles.

Join us on: https://t.co/dVPFiHHyyo",2013-11-12 08:17:29,34746,4,7,False,2020-07-25 04:36:01,"#COVID19 | Total number of samples tested yesterday: 4,20,898 
Cumulative samples tested:1,58,49,068  

Indian Coun… https://t.co/YaWEi44xus",['COVID19'],Twitter Web App,False,positive,"['covid', 'total', 'number', 'sample', 'test', 'yesterday', 'cumulative', 'sample', 'test', 'indian', 'coun']"
SA HIPHOP RADIO,Ngovhela Mahunguni,"Our app is on Google Play & iTunes 
Itune: https://t.co/5hNTzDvE7W… 
Google Play: https://t.co/EkhwSY2prd… 
web: https://t.co/3KgvPqlvun",2013-04-10 20:52:58,9616,1873,128,False,2020-07-26 03:56:14,Venrap Radio Now Playing Venrap Radio by Stay safe during this #COVID19 we love you Download our app or listen on… https://t.co/62E8t2BxNr,['COVID19'],Venrap Radio,False,positive,"['venrap', 'radio', 'play', 'venrap', 'radio', 'stay', 'safe', 'covid', 'love', 'download', 'app', 'listen']"
IP_Man,America,"Always Use Your Enemies Force Against Them,
Do I Believe In Q?
Kinda Sorta, 
More Importantly I believe that Q Is Doing A Good Thing By Exposing CORRUPTION!",2012-06-21 01:41:33,510,417,11755,False,2020-08-30 01:37:03,"Here Is The #CDC Itself, 
That #COVID19 Is A #PlandemicHoax For Look At The Numbers, Why Would Anyone Get A… https://t.co/IM95Qk8YNe","['CDC', 'COVID19', 'PlandemicHoax']",Twitter Web App,False,positive,"['cdc', 'covid', 'plandemichoax', 'look', 'number', 'would', 'anyone', 'get']"
Paul wandering Asia,Thailand ,"From Cheltenham Retired 30 years Royal Air Force Now on a #onewayticket around Asia, Vietnam Cambodia Indonesia or Thailand, I will be in one of them somewhere",2010-03-04 16:23:07,9657,5613,9730,False,2020-08-22 04:47:39,"0 infections 0 deaths #COVID19 #Thailand

Weather Hot and Sunny off to the beach, photo taken just now. 

Plans are… https://t.co/2wQMOI7JZ0","['COVID19', 'Thailand']",Twitter for Android,False,positive,"['infections', 'deaths', 'covid', 'thailand', 'weather', 'hot', 'sunny', 'beach', 'photo', 'take', 'plan']"
Donye,"Seattle, WA",“ The purpose of our lives is to be happy.” — Dalai Lama.,2013-11-06 06:08:48,1,15,8,False,2020-08-11 09:40:27,So how’s corona treating your state lately ? #COVID19  #StateofSurvival #survivor2020,"['COVID19', 'StateofSurvival', 'survivor2020']",Twitter for iPhone,False,positive,"['hows', 'corona', 'treat', 'state', 'lately', 'covid', 'stateofsurvival', 'survivor']"
Christians 4 Silicon Valley,"San Jose, CA, USA ","Romans 8:28 - “In all things God works for the good of those who love him, or those been called according to his purpose.”",2020-03-15 19:52:01,236,930,8688,False,2020-08-17 04:04:37,This French vineyard produces red wine before the pandemic. Now it’s making hand sanitizer to help fight Coronaviru… https://t.co/zGYKP9ibsx,,Twitter for iPhone,False,positive,"['french', 'vineyard', 'produce', 'red', 'wine', 'pandemic', 'make', 'hand', 'sanitizer', 'help', 'fight', 'coronaviru']"
AbiUmamah,Brunei,nothing lasts forever,2014-02-28 01:49:52,11,20,1660,False,2020-07-25 01:52:32,"I didn't write this. It's in the memo 😂😂😂

#covid19
#lmfao
#jokes
#meme
#memes
#humor https://t.co/trzelVzw80","['covid19', 'lmfao', 'jokes', 'meme', 'memes', 'humor']",Twitter for Android,False,positive,"['write', 'memo', 'covid', 'lmfao', 'joke', 'meme', 'memes', 'humor']"
Alliance for Positive Health: LGBTQ,"927 Broadway, Albany, NY 12207","Comprehensive health resources for Upstate New York's LGBT+ community.
518.434.4686",2012-02-10 17:13:50,449,610,484,False,2020-08-06 15:56:55,"Alliance for Positive Health’s #COVID19 food pantry efforts have been successful! From March through June, we provi… https://t.co/1dldcmr7Fv",['COVID19'],Twitter Web App,False,positive,"['alliance', 'positive', 'healths', 'covid', 'food', 'pantry', 'efforts', 'successful', 'march', 'june', 'provi']"
Benjamin Hinz,"Heidelberg, Deutschland","Hanseat und überzeugter Transatlantiker, currently studying Law in Heidelberg",2019-06-13 08:38:28,18,251,1059,False,2020-07-26 08:32:10,Just read a great essay by Singapore’s PM @leehsienloong. US-China relations are in dire need of revitalization.… https://t.co/6u8ill7tB5,,Twitter for iPhone,False,positive,"['read', 'great', 'essay', 'singapores', 'pm', 'leehsienloong', 'uschina', 'relations', 'dire', 'need', 'revitalization']"
robble,,,2018-05-03 11:49:20,111,653,1497,False,2020-08-09 09:19:56,Let's have a laugh cause I know there are so many thick people in the world. Why are you advised to wear a mask? Ta… https://t.co/LOt6nj7dUz,,Twitter for Android,False,positive,"['let', 'laugh', 'cause', 'know', 'many', 'thick', 'people', 'world', 'advise', 'wear', 'mask', 'ta']"
DivideBuy,"Stoke-on-Trent, England",Spread the cost of purchases using Interest Free Credit through selected retail partners.,2015-10-05 18:50:39,1790,256,2177,False,2020-08-10 16:00:02,"It's time to join forces because the #retail industry needs our help!

It has certainly seen better times, but we b… https://t.co/kOCmQ9Hs1O",['retail'],Twitter Web App,False,positive,"['time', 'join', 'force', 'retail', 'industry', 'need', 'help', 'certainly', 'see', 'better', 'time', 'b']"
End-The-Lockdown #nomasks,London,The government strategy is like trying to kill a fly in your living room by burning down the whole house 🇬🇧☕️🐶🐩😎🥂🏖🗽,2020-04-01 07:47:50,7177,3845,3695,False,2020-08-09 07:59:42,"Herd immunity !! as we all know the only way  ,when will the Gov grow a pair and admit it  #NoMasks #COVID19  Why S… https://t.co/fK8YAIagSW","['NoMasks', 'COVID19']",Twitter Web App,False,positive,"['herd', 'immunity', 'know', 'way', 'gov', 'grow', 'pair', 'admit', 'nomasks', 'covid']"
Jason Normanton,"South East, Next to Sea","I belong to my amazing wife, two equally amazing sons and three awesome small dogs Tweets are definitely entirely my own and not of any employer past or present",2011-02-03 18:26:37,1036,3583,4617,False,2020-07-25 11:19:16,"""One law for us and there’s another law for people in authority, people who are donors, fathers of the prime minist… https://t.co/eCruoyngw5",,Twitter Web App,False,positive,"['one', 'law', 'us', 'theres', 'another', 'law', 'people', 'authority', 'people', 'donors', 'father', 'prime', 'minist']"
Lars M. B. Anthonisen,Singapore,★ Accomplished International Marketing Leader ★ - Providing You With Your Daily Dose of Digital Marketing News From APAC And Beyond!,2009-04-16 05:37:54,308,180,57,False,2020-08-30 00:19:13,"Ever wondered how it is being an intern at Google? 🤔

Then check out this great article below that also covers the… https://t.co/2UtLltEawF",,LinkedIn,False,positive,"['ever', 'wonder', 'intern', 'google', 'check', 'great', 'article', 'also', 'cover']"
Tony Ramirez,"Scottsdale, Arizona","Eukaryote, retired journalist, book lover, UC Berkeley. Formers: Wall Street Journal; Los Angeles Times; Fortune; New York Times",2008-04-16 22:41:52,1414,3524,8423,False,2020-08-01 18:46:05,"In the real world, there are the rich, the poor, and the in-betweens. In the #Republican world, there are the rich,… https://t.co/eWhhQt20yU",['Republican'],Twitter for iPhone,False,positive,"['real', 'world', 'rich', 'poor', 'inbetweens', 'republican', 'world', 'rich']"
♡ Salty Mermaid ♡,Goo Lagoon,my misery for your entertainment,2011-10-13 05:56:00,232,757,50548,False,2020-08-30 04:36:14,"An episode just said “oriental virus” which yes, is not PC but also a premonition into the future. #covid19 #chinavirus","['covid19', 'chinavirus']",Twitter for iPhone,False,positive,"['episode', 'say', 'oriental', 'virus', 'yes', 'pc', 'also', 'premonition', 'future', 'covid', 'chinavirus']"
Gulf Daily News,Bahrain,Leading English Daily Newspaper published from Kingdom of Bahrain,2010-02-25 09:22:18,23332,103,8,True,2020-07-25 05:00:00,"High tracking and testing rates have helped Bahrain take a global lead in the fight against Covid-19, it has been r… https://t.co/OzlcHl44ia",,TweetDeck,False,positive,"['high', 'track', 'test', 'rat', 'help', 'bahrain', 'take', 'global', 'lead', 'fight', 'covid', 'r']"
Franz Arnaud,,Le souffle de vie donné à l'homme est pareil à celui donné à l'animal.,2014-01-12 00:20:44,2464,4992,33972,False,2020-08-06 16:14:50,I believe you! I know it! Bless! #USA #France #Quebec #Canada #cdnpoli @SenatCA #ChinaVirus #COVID19 #coronavirus https://t.co/PnSECCU8eT,"['USA', 'France', 'Quebec', 'Canada', 'cdnpoli', 'ChinaVirus', 'COVID19', 'coronavirus']",Twitter Web App,False,positive,"['believe', 'know', 'bless', 'usa', 'france', 'quebec', 'canada', 'cdnpoli', 'senatca', 'chinavirus', 'covid', 'coronavirus']"
NASSCOM Centre of Excellence for Data Science & AI,Bangalore,Foster disruptive innovation and entrepreneurial eco-system in the space of Data Science and Artificial Intelligence,2020-07-21 06:17:04,75,109,44,False,2020-08-17 06:26:49,Join the MIT CCOVID challenge hackathon event - India: Turning the Tide to show your passion and commitment to tack… https://t.co/b6CUIbfx0t,,Twitter Web App,False,positive,"['join', 'mit', 'ccovid', 'challenge', 'hackathon', 'event', 'india', 'turn', 'tide', 'show', 'passion', 'commitment', 'tack']"
Trupti Ranjan Sahu,"Bhubaneshwar, India",Sr. Manager - Marketing at HPCL,2009-10-04 11:44:43,558,237,1856,False,2020-08-04 07:18:58,#HPGAS Distributors extending great service to customers during these tough times of #BiharFloods &amp; #COVID19 and tr… https://t.co/5YFN2Bsm3B,"['HPGAS', 'BiharFloods', 'COVID19']",Twitter for iPhone,False,positive,"['hpgas', 'distributors', 'extend', 'great', 'service', 'customers', 'tough', 'time', 'biharfloods', 'amp', 'covid', 'tr']"
NHS North East Hampshire and Farnham CCG,"Aldershot, Hampshire",We plan and fund the majority of health services provided to the people of North East Hampshire and Farnham.,2013-01-24 11:55:37,1763,507,819,False,2020-08-30 09:00:38,"Stay safe while you’re out &amp; about this weekend. Remember to:
↔️ keep 2 meters apart
🛒 wear a face covering in shop… https://t.co/pmL9YVE7Dw",,Hootsuite Inc.,False,positive,"['stay', 'safe', 'youre', 'amp', 'weekend', 'remember', 'keep', 'meter', 'apart', 'wear', 'face', 'cover', 'shop']"
Sonny Abraham,,,2010-01-31 07:36:24,44,281,12,False,2020-08-09 05:23:35,"India records 861 more COVID deaths, new high of 64,399 fresh cases of infection  https://t.co/FmzmkkKgbX #India… https://t.co/L0UgKJwpWY",['India'],Twitter Web App,False,positive,"['india', 'record', 'covid', 'deaths', 'new', 'high', 'fresh', 'case', 'infection', 'india']"
Cam,"Sydney, Australia",I write things.,2009-08-26 06:18:11,190,2430,2400,False,2020-08-01 16:37:31,It’s funny how Chief Medical Officer Pete Evans (who is pro choice - we should all remember this) decides which vac… https://t.co/FhijGFZl11,,Twitter for iPhone,False,positive,"['funny', 'chief', 'medical', 'officer', 'pete', 'evans', 'pro', 'choice', 'remember', 'decide', 'vac']"
NCH&C,"Norfolk/Suffolk, UK","#Community health and care #NHS trust with 2,000+ health and care professionals working in #Norfolk. We're committed to looking after you locally #NCHCbrilliant",2013-07-25 09:05:53,3363,2238,2287,True,2020-08-08 12:00:52,#COVID19 is still here and we need to do all we can to help stop the spread of the virus. Remember to… https://t.co/PY8oPobEk1,['COVID19'],Orlo,False,positive,"['covid', 'still', 'need', 'help', 'stop', 'spread', 'virus', 'remember']"
Christina Ayiotis,United States,#CyberExecutive #GeneralCounsel #MotherOfMathGoddess #Cook #WorldTraveller #InfoSec #InfoGov #Privacy #CyberEvangelist #5G #IoT #AI #CyberRiskManagement,2013-03-01 12:17:05,3399,3385,50240,False,2020-07-29 16:25:23,Caring about everyone involved in the education of our children. #SafetyOfTheEntireEducationEcosystem… https://t.co/HEvNdPNmhL,['SafetyOfTheEntireEducationEcosystem'],Twitter for iPhone,False,positive,"['care', 'everyone', 'involve', 'education', 'children', 'safetyoftheentireeducationecosystem']"
PIB in Andhra Pradesh,"Vijayawada, India","This is the Official Twitter account of Press Information Bureau , Vijayawada, Andhra Pradesh",2017-10-17 10:49:10,3436,532,2060,True,2020-08-09 05:29:59,"#IndiaFightsCorona:

📍Increasing gap between #COVID19 Recovered &amp; Active cases of India (May 04, 2020 to August 09,… https://t.co/WZ4jxHyShO","['IndiaFightsCorona', 'COVID19']",Twitter for Android,False,positive,"['indiafightscorona', 'increase', 'gap', 'covid', 'recover', 'amp', 'active', 'case', 'india', 'may', 'august']"
🗽🇺🇸 Cowdog 🇺🇸🗽,,I Follow Back All Trump Supporters | #MAGA🇺🇸| KAG❕🇺🇸 | #1A | #2A | #DogRight | 🚫#FakeNews | 🇨🇳#CCPVirus🦠 | 🚫#SocialistMedia | 🚫#BLM,2010-09-27 20:04:05,44833,44013,40560,False,2020-07-29 16:16:40,"The Great #COVID19 HOAX!
Perspective: St. Louis Has 12 Coronavirus Deaths in July and 47 Homicides in July… https://t.co/CWJl20g7BD",['COVID19'],Twitter for iPad,False,positive,"['great', 'covid', 'hoax', 'perspective', 'st', 'louis', 'coronavirus', 'deaths', 'july', 'homicides', 'july']"
Salford Health Improvement,Salford,"Tweets from the Salford Health Improvement Team, part of Salford City Council. Working together to create a healthy, happy Salford!",2011-07-21 15:09:29,2836,339,431,False,2020-08-06 15:13:00,"‼️ Please see below information on how you can get a 
free confidential COVID risk assessment👩‍⚕️ #Salford #healthy… https://t.co/JWRd0SrJwM","['Salford', 'healthy']",Twitter Web App,False,positive,"['please', 'see', 'information', 'get', 'free', 'confidential', 'covid', 'risk', 'assessment', 'salford', 'healthy']"
truthreveller,,"Passion for software development, macro economics, trading, options.

I aggregate financial news by retweeting professionals.

Quick to block people who troll.",2009-11-08 22:18:40,546,1092,33757,False,2020-08-30 04:03:04,"Winter in #Canada will be really tough on many businesses this year, as they can't operate outside patios like summ… https://t.co/j3XFzLSklR",['Canada'],Twitter for Android,False,positive,"['winter', 'canada', 'really', 'tough', 'many', 'businesses', 'year', 'operate', 'outside', 'patios', 'like', 'summ']"
Team Maple 🍁,Canada,"You want it? We’ve got it. News, Online Casino Reviews 🎰, Sports, Canadian #Views, So Bad They're Good Memes, Dogs. Come #FindYourFun with us! 🔞",2011-03-14 08:32:29,1243,244,359,False,2020-08-10 15:48:00,Are you on the fence about making a return to land-based casinos still? Here's how to know you're safe:… https://t.co/Ti9KDRF7nu,,Buffer,False,positive,"['fence', 'make', 'return', 'landbased', 'casinos', 'still', 'know', 'safe']"
Retail Minded,"Denver, CO",Founder @RetailMinded @RetailerConf & #ActionInRetail | Author #retail101 | Past @entrepreneur & @forbes | SpokesGal #ShopSmall | Board @getthegallery,2009-01-14 03:13:26,22552,15423,11330,False,2020-08-10 15:19:33,"Hey retailers, looking for a #RETAILROADMAP to help you navigate next steps in #retail amidst #covid19? Look no fur… https://t.co/7vWKmJ35UD","['RETAILROADMAP', 'retail', 'covid19']",Twitter Web App,False,positive,"['hey', 'retailers', 'look', 'retailroadmap', 'help', 'navigate', 'next', 'step', 'retail', 'amidst', 'covid', 'look', 'fur']"
Uncle Mellow - #Eddystonetower & #Deptford Media,Mellowmedia HQ London SE8,"Thanks Twitter for giving #Eddystonetower in #London a global audience. Hourly local news tweets from our Mellowmedia HQ 
Lech Wałęsa our hero #blacklivesmatter",2017-08-01 18:00:06,90,375,5249,False,2020-07-25 10:21:33,@SueSmyth12 @MoiraKerrane @MHCP Yup the rich can look after themselves - the poor who have no choice around… https://t.co/FzXMCrFRae,,Twitter Web App,False,positive,"['suesmyth', 'moirakerrane', 'mhcp', 'yup', 'rich', 'look', 'poor', 'choice', 'around']"
"Vincent S. Panella, MD",now Bergen C NJ then Bronx NY,"💙Medicine but disabled now #Gastroenterology NJ/NY Metro, trained @Sloan_Kettering, Fellow @AmerGastroAssn,& @AmCollegeGastro @NYMedCollege’82 @Columbia’78",2013-07-25 12:44:01,1572,1298,2022,False,2020-07-25 03:04:34,@RepJoshG Expand access to #telemedicine in ERISA plans and ensure telehealth payment parity in the next #COVID19 r… https://t.co/BcKecsK6AV,"['telemedicine', 'COVID19']",Twitter Web App,False,positive,"['repjoshg', 'expand', 'access', 'telemedicine', 'erisa', 'plan', 'ensure', 'telehealth', 'payment', 'parity', 'next', 'covid', 'r']"
Saju Mathew MD MPH,"Atlanta, GA","On Air Medical Analyst, Physician, Public Health Specialist, Health & Fitness Enthusiast, World Traveller, Tennis Player, Crazy Dancer, Africa born, US raised",2018-08-12 20:43:47,526,183,649,False,2020-07-25 02:32:05,This fall will be a tough season for all primary care physicians like me.   #covid19 and the #flu will be a challen… https://t.co/oESbIq2MEj,"['covid19', 'flu']",Twitter for iPhone,False,positive,"['fall', 'tough', 'season', 'primary', 'care', 'physicians', 'like', 'covid', 'flu', 'challen']"
Oak Foundation,GVA-LON-RDU-HRE-CPH,"We commit our resources to address issues of global, social & environmental concern, particularly those that have an impact on the lives of the disadvantaged.",2016-01-05 16:03:06,5670,1249,1219,False,2020-08-13 08:00:05,"As we adapt to a world altered by #COVID19, more resources are being created to support not-for-profit organisation… https://t.co/bb81JDS30j",['COVID19'],Twitter for Advertisers,False,positive,"['adapt', 'world', 'alter', 'covid', 'resources', 'create', 'support', 'notforprofit', 'organisation']"
Boris The Cat,Giant litter box in the sky,Boris was a discontent medicated eunuch. Technology has kept his tweets going. RIP Boris 1/4/16. Beware of my mind control.,2010-04-17 15:49:27,65,62,2560,False,2020-08-07 12:54:18,"One man at church #infected 100 at church with #COVID19. That's NOT spreading the ""good news.""

https://t.co/0tM1sMCPGV","['infected', 'COVID19']",Twitter Web App,False,positive,"['one', 'man', 'church', 'infect', 'church', 'covid', 'spread', 'good', 'news']"
🌻R🏴󠁧󠁢󠁷󠁬󠁳󠁿,"United Kingdom,  S. Wales",Stay Safe 👏🏻,2014-01-25 20:34:15,75,296,4807,False,2020-07-25 12:08:17,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/Uxm9EXuEkY",['COVID19'],Twitter for iPhone,False,positive,"['help', 'slow', 'spread', 'covid', 'identify', 'risk', 'case', 'sooner', 'selfreporting', 'symptoms', 'daily', 'even']"
Julene Tripp Weaver,"Seattle, WA",Writer-Poet-Lambda finalist & Bi Book Award Winner for Truth Be Bold: Serenading Life & Death in the Age of AIDS; Therapist/Green Witch Herbalist/#Binder,2009-02-16 07:04:34,2669,4572,6215,False,2020-07-25 00:19:42,SIGN @MOMSRISING'S LETTER to your Senator urging them to #savechildcare and extend and expand #paidleaveforall resp… https://t.co/4bXA7TEvIr,"['savechildcare', 'paidleaveforall']",Twitter Web App,False,positive,"['sign', 'momsrising', 'letter', 'senator', 'urge', 'savechildcare', 'extend', 'expand', 'paidleaveforall', 'resp']"
Chris Hingston,"Cardiff, UK",Critical Care Doctor @UHWCriticalCare @EmrtsWales @air_ambulance • Human Factors to minimise patient harm • 🏃‍♂️🚴🏻‍♂️🏃‍♂️,2013-04-03 22:46:51,2491,859,7636,False,2020-07-26 09:31:05,According to NICE between 1/3 - 1/2 of appropriate medicines for long term conditions aren’t taken as recommended.… https://t.co/EIJWtYDIj9,,Twitter for iPhone,False,positive,"['accord', 'nice', 'appropriate', 'medicine', 'long', 'term', 'condition', 'arent', 'take', 'recommend']"
samisthat,Australia via UK,"bit salty, bit sweet #makegoodtrouble 🖤🌎✊ #WithRefugees #BlackLivesMatter #copywriting #digitalcomms",2019-06-16 07:46:37,144,931,17725,False,2020-08-22 03:38:23,"@DrEricDing Hi Dr Eric, someone would like to have a serious discussion with you about the medical science of… https://t.co/lmUDb30MXb",,Twitter for iPhone,False,positive,"['drericding', 'hi', 'dr', 'eric', 'someone', 'would', 'like', 'serious', 'discussion', 'medical', 'science']"
Peter Nayland Kust,"Cypress, Texas","25+ years a Voice And Data Network Engineer. Historian. Iconoclast. Student of the #Constitution. Champion of Free Speech, Free Thought, and Free People",2014-11-09 17:17:12,2174,2506,15330,False,2020-08-01 16:02:27,"The truism ""never assume malice when stupidity will suffice"" is sound logic. It is the guiding principle for consid… https://t.co/grHetmvhqL",,Hootsuite Inc.,False,positive,"['truism', 'never', 'assume', 'malice', 'stupidity', 'suffice', 'sound', 'logic', 'guide', 'principle', 'consid']"
Craig A. Gill,"Leesburg, VA","♍️Born on the Bayou🦐 Fitness Geek ΥΣΜΧ, PFE Political Scientist 😀GILL4 ⛳️",2011-06-04 17:03:51,274,399,2690,False,2020-07-28 04:02:13,Great news about Pfizer and BioNTech’s #COVID19 #vaccine candidate and next steps in clinical development. Thank yo… https://t.co/Ow172iDVuG,"['COVID19', 'vaccine']",Dynamic Signal,False,positive,"['great', 'news', 'pfizer', 'biontechs', 'covid', 'vaccine', 'candidate', 'next', 'step', 'clinical', 'development', 'thank', 'yo']"
HIMSS,Chicago,"Our vision is to realize the full health potential of every human, everywhere. Updates from @James_Teats (^JT). RT ≠ Endorsement.",2008-05-01 14:22:26,108373,1006,9116,False,2020-07-31 17:05:06,"""When the rate of #COVID19 increased dramatically, we knew our HIMSS Chapter Advocates had real opportunities to in… https://t.co/rHdvlmXcqw",['COVID19'],Sprout Social,False,positive,"['rate', 'covid', 'increase', 'dramatically', 'know', 'himss', 'chapter', 'advocate', 'real', 'opportunities']"
Shankar Prasad,New Delhi,"#BigDataEngineer, #DataScience, #AI, #MachineLearning, #Python",2010-05-07 16:38:52,45,403,402,False,2020-07-27 02:13:09,"#Bot result - #Covid19 Latest Updates - #Nagpur

                Positive: 3513 | Active: 1758 | Recovered: 1711 |… https://t.co/aBoYbJzbmF","['Bot', 'Covid19', 'Nagpur']",shankar_live_bot,False,positive,"['bot', 'result', 'covid', 'latest', 'update', 'nagpur', 'positive', 'active', 'recover']"
Darlene,"Atlanta, Ga","I am who I am. I believe in God...I dislike cruelty,injustice,arrogance & blind ignorance.Politics Junkie. Music is my 2nd language. Despise 45. MakeItMakeSense",2012-05-06 05:28:54,682,1287,10402,False,2020-07-26 05:20:59,That’s how we feel about Joe...Before #COVID19 and now.. We deserve better than we have... @JoeBiden #Biden2020… https://t.co/Jiy3jJ1wPb,"['COVID19', 'Biden2020']",Twitter for iPhone,False,positive,"['thats', 'feel', 'joe', 'covid', 'deserve', 'better', 'joebiden', 'biden']"
BombayTimes,"Mumbai, Maharashtra","Get your daily dose of the hottest Bollywood gossip, Glamour, Fashion & Lifestyle. Follow us on https://t.co/9FPzlEaQzd",2015-03-20 11:05:14,676960,246,976,True,2020-08-22 05:07:29,".@SherlynChopra: Let us avoid huge gatherings to flatten the #Covid19 curve which is currently rising high

https://t.co/yPCUyCBtwz",['Covid19'],Twitter Web App,False,positive,"['sherlynchopra', 'let', 'us', 'avoid', 'huge', 'gather', 'flatten', 'covid', 'curve', 'currently', 'rise', 'high']"
Little Ninja UK,London,Children are exposed to five times more #airpollution during the #schoolrun. Highest level on main roads & near #idling vehicles = stunted lung & brain growth😱,2018-03-18 15:34:42,3351,1634,17669,False,2020-08-02 21:48:55,@T_Corbett 28% increase on a boundary road is huge. No mention of congestion and journey time increase on the bound… https://t.co/QjbEJlKPIN,,Twitter Web App,False,positive,"['corbett', 'increase', 'boundary', 'road', 'huge', 'mention', 'congestion', 'journey', 'time', 'increase', 'bind']"
George Hazuda,United States,"God, Family, Country. Drummer. https://t.co/eeiaaiVAe9",2009-04-29 04:22:33,2244,3838,26339,False,2020-07-27 06:45:38,@KDKA Very Sad. Make sure the medical examiner doesn’t list cause of death as #COVID19 though.,['COVID19'],Twitter for iPhone,False,positive,"['kdka', 'sad', 'make', 'sure', 'medical', 'examiner', 'doesnt', 'list', 'cause', 'death', 'covid', 'though']"
